"temp","volt","rotate","state","time","id"
45.9842594460449,150.513223075022,277.294013981084,0,1,1
52.9039296937009,110.434075269674,314.586726208661,0,2,1
53.8255072204536,169.259518750327,315.602502059127,0,3,1
47.7826759112912,110.829531516979,345.894651732999,0,4,1
43.4792263968699,199.351674834705,325.36408065582,1,5,1
49.5937667103241,145.64294885647,370.523147319539,0,6,1
49.5537007733668,177.936894675835,345.71710628323,1,7,1
49.6246885807253,150.472997574945,310.409819248934,0,8,1
48.6606510879001,155.330066053744,342.176581144704,0,9,1
52.139145607585,163.965411931113,371.12627081577,0,10,1
53.8442887161269,227.530899370963,332.740700395301,1,11,1
55.9047633851302,186.296284989659,344.58495657502,1,12,1
50.0587440259624,189.393415050522,350.523852202001,0,13,1
51.2586326367709,180.30538723201,364.6732183014,0,14,1
47.2278081042963,175.518531943966,317.506728110114,0,15,1
47.5420051914014,163.243282764623,394.942473201003,0,16,1
49.2536989176745,99.5421807061815,384.388834168481,0,17,1
59.240988884336,146.61198092011,318.186792644394,1,18,1
44.6229242247023,162.454340627318,368.021817210936,0,19,1
51.3062598424852,184.716429735841,352.602846054064,0,20,1
45.4357046662759,166.607870102414,323.736641968756,0,21,1
48.8826886814805,174.095501010801,400.406637886443,0,22,1
51.3839772522952,124.016393429326,355.914583340211,0,23,1
50.6491737727771,208.346494078701,366.536730237866,1,24,1
51.7170272844372,176.449611286344,394.512842260177,0,25,1
54.6197695154952,200.48830532907,370.655070278966,0,26,1
50.8067546987881,169.542079287965,382.521366125795,0,27,1
54.2183725283209,215.387086408547,394.486588642155,1,28,1
50.1145502483663,95.5286732135451,366.749174336609,0,29,1
50.0854425274832,124.856555251054,369.919921959039,0,30,1
53.1855610584085,182.60763450926,389.700512844481,1,31,1
44.1506099554885,200.946153656878,377.997643419361,1,32,1
51.3640685609865,178.312687744103,394.382103926408,1,33,1
47.6147426331481,218.557643550729,402.584088642353,1,34,1
45.5237563667719,230.825708401187,439.597920863006,1,35,1
38.4215172685967,158.437151141047,411.659314954732,0,36,1
44.9397115394918,195.185821354266,380.145062381922,0,37,1
54.9935304589727,201.678625274593,342.18543640496,1,38,1
49.6128175559247,233.692790129093,370.640132859476,1,39,1
49.5954773985809,132.639736874731,406.316969827983,0,40,1
50.5165426945227,205.579052929751,384.24169998941,0,41,1
49.1477237773047,178.634174663934,372.116544588728,0,42,1
39.9639360740167,224.535615098513,396.039743019603,1,43,1
55.0630280197764,171.092182845778,397.32654689032,1,44,1
51.4812567255867,221.910387906064,394.007931020794,1,45,1
53.6465243073633,200.540113008455,355.722165600724,0,46,1
50.4876354421667,146.95361223827,411.589077624036,0,47,1
50.5152820364436,126.304307984966,356.883714801312,0,48,1
57.0279873100522,143.882372187517,369.352478595794,1,49,1
45.8786897527768,152.867375539526,416.957841023845,0,50,1
46.1333800902418,126.489079486609,411.206802916012,0,51,1
52.7082293449931,186.807706047101,366.703901291172,0,52,1
48.3714933688836,214.311537497009,383.080860600766,1,53,1
46.5882505006034,150.883143166773,368.784489177504,0,54,1
51.7121602955192,163.547495911346,396.047100685317,0,55,1
53.8006074244475,209.154324004288,366.900094274434,1,56,1
48.2468579851494,145.927475452509,422.28315193951,0,57,1
48.8059292224121,117.99441367611,423.394729511944,0,58,1
49.8228653754051,171.908740790166,392.347263508043,0,59,1
53.9917363044638,175.574145599885,379.938499392677,0,60,1
48.4926878314973,130.826102829511,375.915345775784,0,61,1
42.4078831152908,136.235179768809,374.982557898897,0,62,1
45.52240887852,208.148541659478,397.049604763599,0,63,1
58.7646828416151,162.904429227684,385.907768456935,1,64,1
45.3485552561984,144.473291302791,422.034577179727,0,65,1
44.8123747467528,166.908179774401,377.799357684738,0,66,1
50.1654559721596,163.44379492705,419.577557267209,0,67,1
48.246471015073,139.823346297414,385.663530746051,0,68,1
43.2716414175021,137.612089116185,400.760638773431,0,69,1
50.188761181985,202.435596958197,430.181211063212,0,70,1
45.4532073368896,183.239910308669,394.180881785892,0,71,1
48.4271529203699,136.823475299769,383.027683237732,0,72,1
46.9294303075202,153.698251715021,385.806653001632,0,73,1
47.9637222997351,177.132331908302,403.324812366609,0,74,1
48.7020301601847,192.348565234112,394.574135576563,1,75,1
43.3259939444746,120.514141749211,437.349906404211,0,76,1
50.0583420779489,180.149390279374,413.241178033744,0,77,1
52.6208570000361,248.257791322511,410.565620739259,1,78,1
44.1936334559763,158.808008593037,416.537096049571,0,79,1
47.3441037199975,147.908855801315,421.843342954088,0,80,1
52.7921277388634,137.52331823401,441.316443523615,0,81,1
44.9421876374897,141.840452130141,389.376854498313,0,82,1
38.066757185564,154.790346250261,446.999809601939,0,83,1
46.9233879056016,197.832803965226,404.850861274529,0,84,1
45.7521095514514,144.208768513467,413.468097502228,0,85,1
49.0691228630091,200.570418455539,401.695243764505,1,86,1
55.5293722279768,118.570540143774,414.846118789154,0,87,1
51.176289116343,169.962464453065,367.84119878272,0,88,1
48.0296746457369,207.132772390662,410.462699019038,1,89,1
46.6052033306052,194.65182031428,421.717463277666,0,90,1
48.7273873737798,147.203646154181,410.946066907857,0,91,1
47.3961134239116,221.412255907038,425.687037023193,1,92,1
54.6867461544462,211.197045391743,452.434983955936,1,93,1
49.0577063265867,145.89608363787,403.929278805318,0,94,1
43.6267958331282,163.530381327475,407.080464211091,0,95,1
46.5194209228774,145.479268625021,446.14136177178,0,96,1
52.1903637808118,184.205996915109,421.047632403243,0,97,1
47.6039615298103,227.96125241157,452.302959790216,1,98,1
43.705558033237,169.077302633173,417.28601512092,0,99,1
45.5931297207662,189.756400726746,411.759699528102,0,100,1
49.5245045551531,188.87065332848,469.480556514072,0,101,1
41.172558403724,168.6543736593,436.296548585007,0,102,1
49.1032583428773,174.06039230762,368.784918637764,0,103,1
49.4664298091679,208.421459710568,433.106469902372,1,104,1
59.8609945953876,191.086758678321,411.836797233641,1,105,1
49.1507442806518,178.281606599658,442.535403702224,0,106,1
50.4200557053728,176.244831425299,447.258579676326,0,107,1
48.1704287889128,159.353405485062,415.726671237868,0,108,1
44.8939689387712,196.479665698873,446.497661691326,0,109,1
58.7823451276349,147.803716012316,438.949534551699,1,110,1
51.9075547148024,145.058450697015,455.034066638882,0,111,1
51.4988434780106,188.665594412028,397.963543484634,0,112,1
47.0807429555609,192.234771866633,426.549205534666,1,113,1
55.0085571778312,162.580332749336,426.918600849626,1,114,1
55.509653664892,143.123410789727,374.983953468529,1,115,1
52.4252195257469,109.014695836468,395.952846790001,0,116,1
48.2141040910061,179.183549547039,396.910147876317,0,117,1
47.3563853524625,188.939005957513,432.752427971041,0,118,1
53.1858006837931,234.188594831018,440.35293263159,1,119,1
50.8665165288077,174.787106245545,449.634495567799,0,120,1
55.2096262090292,184.589947907906,415.004305487049,1,121,1
49.2865808095473,207.034303241822,402.485860415962,0,122,1
53.177370122731,186.24289637305,463.60565501456,0,123,1
52.8553602104737,170.914358619133,429.711178095568,0,124,1
50.5590094484988,213.688700924935,426.840967829173,1,125,1
47.5764569019534,191.375400587457,398.629515481181,0,126,1
45.4890369196753,173.459608609899,412.805611675531,0,127,1
51.553258091086,146.083357143275,443.720540767216,0,128,1
48.9393808947557,155.957630146637,412.105222380487,0,129,1
49.8073219963188,204.919355009582,433.99158853901,1,130,1
45.6764886994134,151.909043870946,438.59717876106,0,131,1
54.7280608205555,228.781470320588,387.198874431725,1,132,1
44.4805591399129,136.726911749413,440.290679561903,0,133,1
47.0034795765635,141.818783320267,426.70253328758,0,134,1
52.1745899932038,176.807410503862,455.905074102093,0,135,1
53.3471823017308,187.233609661437,419.316241414456,1,136,1
64.3693324205983,160.20440373857,405.221226892986,1,137,1
50.2998828327437,166.178432177044,430.823593326238,0,138,1
50.1296720924639,142.269659397118,388.342494185556,0,139,1
54.0518142248559,140.32166719075,499.70541381747,1,140,1
